epoch,Precision,Recall,binary_accuracy,loss,prc,val_Precision,val_Recall,val_binary_accuracy,val_loss,val_prc
6,0.9951865077018738,0.9904191493988037,0.9934800267219543,0.05290795490145683,0.9991545677185059,0.9880668520927429,0.9928057789802551,0.9912948608398438,0.3648505210876465,0.9996699094772339
7,0.9987987875938416,0.9958083629608154,0.9975550174713135,0.03869668021798134,0.9997870922088623,1.0,0.8033573031425476,0.9107725620269775,0.3983724117279053,0.9997599720954895
8,1.0,0.9976047873497009,0.9989133477210999,0.026274312287569046,0.9999388456344604,1.0,0.9496402740478516,0.9771490693092346,0.3602848947048187,0.9999548196792603
9,0.9988016486167908,0.9982035756111145,0.9986416697502136,0.021618925034999847,0.9999411106109619,1.0,0.9160671234130859,0.961915135383606,0.3475199341773987,0.9998821020126343
0,0.6468160152435303,0.6568862199783325,0.681608259677887,0.6374533772468567,0.6991252899169922,0.4537540674209595,1.0,0.4537540674209595,1.0268772840499878,0.6626095175743103
1,0.8400823473930359,0.7329341173171997,0.8155392408370972,0.413682222366333,0.8874130249023438,0.9125000238418579,0.7002398371696472,0.8335146903991699,0.49064794182777405,0.9262373447418213
2,0.9016088843345642,0.8724550604820251,0.8989405035972595,0.27966201305389404,0.9538187980651855,1.0,0.541966438293457,0.7921653985977173,0.4875657856464386,0.9753329753875732
3,0.9486703872680664,0.9185628890991211,0.94050532579422,0.19569572806358337,0.9798271656036377,0.7232924699783325,0.9904076457023621,0.8237214088439941,0.470167338848114,0.9717580080032349
4,0.9685184955596924,0.9395209550857544,0.9587068557739258,0.1499144583940506,0.9887056350708008,0.9358670115470886,0.944844126701355,0.9455930590629578,0.37877288460731506,0.9843009114265442
5,0.9819386005401611,0.9766467213630676,0.9812551140785217,0.1065448597073555,0.9945094585418701,0.9766233563423157,0.9016786813735962,0.9455930590629578,0.3493066430091858,0.9892123341560364
6,0.990338146686554,0.9820359349250793,0.9875034093856812,0.07146082073450089,0.9981424808502197,0.9800498485565186,0.9424460530281067,0.9651795625686646,0.33351239562034607,0.9958485960960388
7,0.9922202229499817,0.9928143620491028,0.9932083487510681,0.05034543573856354,0.999432384967804,1.0,0.8920863270759583,0.9510337114334106,0.305247038602829,0.9982765913009644
8,0.9981992840766907,0.9958083629608154,0.9972833395004272,0.03465447574853897,0.999726414680481,0.997474730014801,0.9472422003746033,0.9749727845191956,0.2881537079811096,0.9988375306129456
9,0.9988009333610535,0.9976047873497009,0.9983699917793274,0.025676634162664413,0.9999493956565857,0.9975489974021912,0.9760192036628723,0.9880304932594299,0.2492891401052475,0.9991790652275085
0,0.6114531755447388,0.5946107506752014,0.6446617841720581,0.6813355088233948,0.6691473126411438,0.4537540674209595,1.0,0.4537540674209595,1.3838385343551636,0.5996757745742798
1,0.7812929749488831,0.6802394986152649,0.768541157245636,0.4789195954799652,0.8364260196685791,0.617241382598877,0.8585131764411926,0.6942328810691833,0.5750439763069153,0.8184933066368103
2,0.8763613104820251,0.8191616535186768,0.8655256628990173,0.3244629502296448,0.9329140186309814,0.9252077341079712,0.8009592294692993,0.8803046941757202,0.4514278471469879,0.9542326927185059
3,0.9178743958473206,0.910179615020752,0.9223037362098694,0.2198139876127243,0.9702407717704773,0.9516539573669434,0.8968824744224548,0.9325353503227234,0.4129967987537384,0.9764916300773621
4,0.9645476937294006,0.9449101686477661,0.9592502117156982,0.15550483763217926,0.9864676594734192,1.0,0.6522781848907471,0.8422198295593262,0.40715211629867554,0.9901558756828308
5,0.9745916724205017,0.9646706581115723,0.972561776638031,0.1140812337398529,0.9937779903411865,0.9869791865348816,0.9088729023933411,0.9532099962234497,0.37090036273002625,0.9944810271263123
6,0.9832033514976501,0.9814371466636658,0.9839717745780945,0.08433403819799423,0.996715247631073,0.9751243591308594,0.9400479793548584,0.961915135383606,0.3548828363418579,0.9955463409423828
7,0.9934013485908508,0.9916167855262756,0.9932083487510681,0.05729299783706665,0.9988852739334106,0.9950860142707825,0.971222996711731,0.9847660660743713,0.3509639501571655,0.999319851398468
8,0.9964007139205933,0.9946107864379883,0.9959250092506409,0.044040247797966,0.9990512132644653,1.0,0.8513189554214478,0.9325353503227234,0.3468084931373596,0.9995421767234802
9,0.9981992840766907,0.9958083629608154,0.9972833395004272,0.02910260297358036,0.9999035596847534,1.0,0.7913669347763062,0.9053319096565247,0.3478860855102539,0.9999656677246094
0,0.6505211591720581,0.6353293657302856,0.6797065734863281,0.6122338771820068,0.696421205997467,0.5420689582824707,0.9424460530281067,0.6126224398612976,0.613874077796936,0.8130463361740112
1,0.8549827933311462,0.7449101805686951,0.8269491791725159,0.3877553641796112,0.8995729088783264,0.7465887069702148,0.918465256690979,0.8215451836585999,0.4984499216079712,0.932968020439148
2,0.9121415615081787,0.8952096104621887,0.9133387804031372,0.24857808649539948,0.9643363952636719,0.9553805589675903,0.8729016780853271,0.9238302707672119,0.45949581265449524,0.979621410369873
3,0.9545179009437561,0.942514955997467,0.9535452127456665,0.17534933984279633,0.9835041761398315,0.932692289352417,0.9304556250572205,0.937976062297821,0.4313753545284271,0.9866183400154114
4,0.970428466796875,0.9628742337226868,0.969845175743103,0.12332074344158173,0.9935818910598755,0.9915730357170105,0.8465228080749512,0.9270946383476257,0.42791247367858887,0.994046151638031
5,0.9884708523750305,0.9754490852355957,0.9837000966072083,0.09086371958255768,0.9973364472389221,1.0,0.5011990666389465,0.77366703748703,0.4356226325035095,0.9975516200065613
6,0.989215075969696,0.9886227250099182,0.9899483919143677,0.07334358245134354,0.9985547661781311,0.9829683899879456,0.9688249230384827,0.9782372117042542,0.3697206974029541,0.9972652196884155
7,0.9958033561706543,0.9946107864379883,0.9956533312797546,0.05209710821509361,0.9979907274246216,1.0,0.8153477311134338,0.9162132740020752,0.35181912779808044,0.9994419813156128
8,0.9946236610412598,0.9970059990882874,0.9961966872215271,0.037315305322408676,0.9997760653495789,1.0,0.9232614040374756,0.9651795625686646,0.3432019054889679,0.9997255802154541
9,1.0,0.9970059990882874,0.9986416697502136,0.026784861460328102,0.9999391436576843,0.9629629850387573,0.9976019263267517,0.9815016388893127,0.29861944913864136,0.9997832775115967
0,0.6583385467529297,0.6311377286911011,0.6840532422065735,0.6654888987541199,0.6907593011856079,0.4597574472427368,1.0,0.46681174635887146,0.9498535990715027,0.7567907571792603
1,0.8353576064109802,0.7413173913955688,0.8163542747497559,0.40952083468437195,0.8865333795547485,0.9663299918174744,0.688249409198761,0.847660481929779,0.45618537068367004,0.9483173489570618
2,0.9034440517425537,0.8796406984329224,0.9027438163757324,0.24395473301410675,0.9609416723251343,0.8995327353477478,0.9232614040374756,0.9183895587921143,0.4440890848636627,0.9715316295623779
3,0.9467312097549438,0.9365269541740417,0.9472969174385071,0.16849645972251892,0.9827063083648682,1.0,0.5563549399375916,0.7986942529678345,0.42261844873428345,0.9896255135536194
4,0.9682063460350037,0.9664670825004578,0.9703884720802307,0.11472946405410767,0.9920346736907959,1.0,0.6594724059104919,0.84548419713974,0.40555310249328613,0.9943990707397461
5,0.9849759340286255,0.9814371466636658,0.9847867488861084,0.07490713149309158,0.9967803955078125,1.0,0.8033573031425476,0.9107725620269775,0.3777669370174408,0.9987812638282776
6,0.9880596995353699,0.9910179376602173,0.9904916882514954,0.05236319825053215,0.9981189370155334,1.0,0.9304556250572205,0.9684439897537231,0.34454700350761414,0.9992992877960205
7,0.9958083629608154,0.9958083629608154,0.9961966872215271,0.03595399484038353,0.9998019337654114,0.997560977935791,0.9808153510093689,0.9902067184448242,0.2982046902179718,0.9991046786308289
8,0.9964115023612976,0.9976047873497009,0.9972833395004272,0.024379076436161995,0.999890923500061,1.0,0.5803357362747192,0.809575617313385,0.3617028594017029,0.9993131160736084
9,0.9988024234771729,0.9988024234771729,0.9989133477210999,0.018793651834130287,0.9999850988388062,1.0,0.9952038526535034,0.9978237152099609,0.2498016208410263,0.9993988871574402
0,0.7075940370559692,0.5970059633255005,0.7052431106567383,0.6250777244567871,0.7176748514175415,0.6345840096473694,0.9328536987304688,0.7257888913154602,0.5847696661949158,0.8818758130073547
1,0.8792613744735718,0.7413173913955688,0.8364574909210205,0.3708208501338959,0.9144325852394104,0.46281909942626953,1.0,0.47334060072898865,0.6314173340797424,0.9508328437805176
2,0.9311639666557312,0.8910179734230042,0.9206737279891968,0.24249079823493958,0.9671268463134766,0.6278365850448608,0.9952038526535034,0.7301414608955383,0.5366448760032654,0.9736039042472839
3,0.9605425596237183,0.9329341053962708,0.9521868824958801,0.16320879757404327,0.9876226782798767,0.584269642829895,0.9976019263267517,0.6768226623535156,0.5389214754104614,0.9859681129455566
4,0.9793689250946045,0.9664670825004578,0.97555011510849,0.11525461822748184,0.9945070147514343,0.7893738150596619,0.9976019263267517,0.8781284093856812,0.48664093017578125,0.9932101964950562
5,0.9915966391563416,0.9892215728759766,0.991306722164154,0.07419751584529877,0.9987354278564453,0.9519450664520264,0.9976019263267517,0.9760609269142151,0.46481266617774963,0.9989672899246216
6,0.9969969987869263,0.9940119981765747,0.9959250092506409,0.054456330835819244,0.9994871020317078,0.9586206674575806,1.0,0.9804134964942932,0.42632579803466797,0.9993706941604614
7,0.9975990653038025,0.9952095746994019,0.9967400431632996,0.04066028818488121,0.9996551871299744,0.9694835543632507,0.9904076457023621,0.9815016388893127,0.3895305097103119,0.9988219738006592
8,1.0,0.9982035756111145,0.9991850256919861,0.027302397415041924,0.9999905824661255,0.9904761910438538,0.9976019263267517,0.9945592880249023,0.35501959919929504,0.9998400807380676
9,1.0,0.9994012117385864,0.9997283220291138,0.021062368527054787,1.0,1.0,0.9472422003746033,0.9760609269142151,0.3386458158493042,0.9999914169311523
0,0.6401954889297485,0.6275449395179749,0.6710132956504822,0.6758451461791992,0.6938396692276001,0.45474374294281006,1.0,0.45593035221099854,1.3326538801193237,0.6903491616249084
1,0.8236131072044373,0.6934131979942322,0.7935343384742737,0.4378986060619354,0.8659117221832275,0.490996390581131,0.9808153510093689,0.5299238562583923,0.7369118928909302,0.8307103514671326
2,0.8808777332305908,0.841317355632782,0.8763923048973083,0.29585981369018555,0.9413682222366333,0.6002886295318604,0.9976019263267517,0.6974973082542419,0.5071601271629333,0.9606248140335083
3,0.9275715351104736,0.912574827671051,0.9280086755752563,0.20510943233966827,0.9722698330879211,0.8443983197212219,0.9760192036628723,0.907508134841919,0.4012104868888855,0.9839104413986206
4,0.950120210647583,0.9467065930366516,0.953273594379425,0.14612816274166107,0.9880200624465942,1.0,0.6378896832466125,0.835690975189209,0.4052842855453491,0.9884180426597595
5,0.9742668867111206,0.9748502969741821,0.9769084453582764,0.10066918283700943,0.9950922131538391,0.9971510171890259,0.8393285274505615,0.926006555557251,0.3665708303451538,0.9953532218933105
6,0.9874024987220764,0.9856287240982056,0.9877750873565674,0.06966611742973328,0.9975119829177856,1.0,0.7937650084495544,0.9064199924468994,0.372968465089798,0.9974462985992432
7,0.9951778054237366,0.9886227250099182,0.9926650524139404,0.04857450723648071,0.998995304107666,1.0,0.9088729023933411,0.9586507081985474,0.3088674545288086,0.9972585439682007
8,0.9964050054550171,0.9958083629608154,0.9964683651924133,0.0337781123816967,0.9997289180755615,1.0,0.7793765068054199,0.899891197681427,0.31180429458618164,0.9995597004890442
9,0.9981982111930847,0.9952095746994019,0.997011661529541,0.026632040739059448,0.9999414086341858,1.0,0.8824940323829651,0.9466812014579773,0.2997623085975647,0.9997757077217102
0,0.7305236458778381,0.685029923915863,0.7424612641334534,0.5320231914520264,0.793671727180481,0.46281909942626953,1.0,0.47334060072898865,0.6636193990707397,0.8540915250778198
1,0.9016076922416687,0.8395209312438965,0.885628879070282,0.29924753308296204,0.9401670694351196,0.6464968323707581,0.973621129989624,0.7464635372161865,0.5591052174568176,0.9535762071609497
2,0.9314736127853394,0.9197604656219482,0.9328986406326294,0.1917559951543808,0.9776965975761414,0.9930796027183533,0.688249409198761,0.8563656210899353,0.505327045917511,0.9826704263687134
3,0.968561053276062,0.9592814445495605,0.9674001336097717,0.12196747958660126,0.9925464391708374,1.0,0.4508393406867981,0.7508161067962646,0.5168796181678772,0.9934127926826477
4,0.9831730723381042,0.9796407222747803,0.9831567406654358,0.08269896358251572,0.9968712329864502,0.9777227640151978,0.9472422003746033,0.9662677049636841,0.45794281363487244,0.9958775639533997
5,0.9940083622932434,0.9934131503105164,0.9942950010299683,0.04996563121676445,0.9990375638008118,1.0,0.6163069605827332,0.8258976936340332,0.4486504793167114,0.9989327192306519
6,0.9958083629608154,0.9958083629608154,0.9961966872215271,0.03673892840743065,0.9995381236076355,0.980861246585846,0.9832134246826172,0.9836779236793518,0.40995901823043823,0.9983864426612854
7,0.9993994235992432,0.9964072108268738,0.9980983138084412,0.024144761264324188,0.9999343156814575,0.9927710890769958,0.9880095720291138,0.9912948608398438,0.3869660794734955,0.9995489120483398
8,0.9982057213783264,0.9994012117385864,0.9989133477210999,0.016461895778775215,0.9999917149543762,0.9974937438964844,0.9544364213943481,0.9782372117042542,0.3502780795097351,0.9994098544120789
9,1.0,1.0,1.0,0.010624897666275501,1.0,1.0,0.9640287756919861,0.9836779236793518,0.34742647409439087,0.9997851252555847
